Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year
3160,267,Product 91,57,Karimnagar,7,399,Andhra Pradesh,2016
3161,267,Product 277,200,Karimnagar,6,1200,Andhra Pradesh,2016
3162,267,Product 490,224,Karimnagar,9,2016,Andhra Pradesh,2016
3163,267,Product 292,93,Karimnagar,6,558,Andhra Pradesh,2016
3164,267,Product 494,50,Karimnagar,5,250,Andhra Pradesh,2016
3165,267,Product 138,258,Karimnagar,1,258,Andhra Pradesh,2016
3166,267,Product 348,280,Karimnagar,8,2240,Andhra Pradesh,2016
3167,267,Product 16,199,Karimnagar,3,597,Andhra Pradesh,2016
3168,267,Product 393,206,Karimnagar,7,1442,Andhra Pradesh,2016
3169,267,Product 240,69,Karimnagar,4,276,Andhra Pradesh,2016
3170,268,Product 361,127,Delhi 80,2,254,New Delhi,2016
3171,268,Product 5,95,Delhi 81,5,475,New Delhi,2016
3172,268,Product 399,103,Delhi 82,3,309,New Delhi,2016
3173,268,Product 159,204,Delhi 83,9,1836,New Delhi,2016
3174,268,Product 483,270,Delhi 84,6,1620,New Delhi,2016
3175,268,Product 357,87,Delhi 85,1,87,New Delhi,2016
3176,268,Product 278,251,Delhi 86,4,1004,New Delhi,2016
3177,268,Product 272,271,Delhi 87,2,542,New Delhi,2016
3178,268,Product 110,215,Delhi 88,8,1720,New Delhi,2016
3179,268,Product 76,190,Delhi 89,6,1140,New Delhi,2016
3180,268,Product 311,84,Delhi 90,2,168,New Delhi,2016
3181,268,Product 398,266,Delhi 91,3,798,New Delhi,2016
3182,268,Product 74,162,Delhi 92,4,648,New Delhi,2016
3183,268,Product 365,289,Delhi 93,10,2890,New Delhi,2016
3184,268,Product 387,273,Delhi 94,5,1365,New Delhi,2016
3185,268,Product 151,280,Delhi 95,3,840,New Delhi,2016
3186,268,Product 151,280,Delhi 96,7,1960,New Delhi,2016
3187,269,Product 307,202,palanpur,10,2020,Gujarat,2016
3188,269,Product 68,279,palanpur,6,1674,Gujarat,2016
3189,269,Product 401,222,palanpur,1,222,Gujarat,2016
3190,269,Product 414,130,palanpur,4,520,Gujarat,2016
3191,269,Product 88,145,palanpur,5,725,Gujarat,2016
3192,269,Product 481,140,palanpur,6,840,Gujarat,2016
3193,269,Product 258,90,palanpur,5,450,Gujarat,2016
3194,269,Product 389,172,palanpur,1,172,Gujarat,2016
3195,269,Product 293,165,palanpur,7,1155,Gujarat,2016
3196,269,Product 395,179,palanpur,10,1790,Gujarat,2016
3197,269,Product 396,142,palanpur,7,994,Gujarat,2016
3198,269,Product 442,185,palanpur,7,1295,Gujarat,2016
3199,269,Product 391,234,palanpur,8,1872,Gujarat,2016
3200,269,Product 153,183,palanpur,9,1647,Gujarat,2016
3201,269,Product 424,68,palanpur,7,476,Gujarat,2016
3202,269,Product 261,121,palanpur,8,968,Gujarat,2016
3203,269,Product 341,294,palanpur,2,588,Gujarat,2016
3204,270,Product 434,146,MADURAI,8,1168,Tamil Nadu,2016
3205,270,Product 261,121,MADURAI,9,1089,Tamil Nadu,2016
3206,270,Product 372,91,MADURAI,9,819,Tamil Nadu,2016
3207,270,Product 358,63,MADURAI,8,504,Tamil Nadu,2016
3208,270,Product 269,84,MADURAI,7,588,Tamil Nadu,2016
3209,270,Product 167,232,MADURAI,4,928,Tamil Nadu,2016
3210,270,Product 301,195,MADURAI,2,390,Tamil Nadu,2016
3211,270,Product 348,280,MADURAI,8,2240,Tamil Nadu,2016
3212,270,Product 340,151,MADURAI,8,1208,Tamil Nadu,2016
3213,270,Product 167,232,MADURAI,5,1160,Tamil Nadu,2016
3214,270,Product 373,166,MADURAI,4,664,Tamil Nadu,2016
3215,270,Product 458,73,MADURAI,10,730,Tamil Nadu,2016
3216,270,Product 426,247,MADURAI,1,247,Tamil Nadu,2016
3217,270,Product 105,200,MADURAI,1,200,Tamil Nadu,2016
3218,270,Product 433,191,MADURAI,9,1719,Tamil Nadu,2016
3219,270,Product 458,73,MADURAI,1,73,Tamil Nadu,2016
3220,270,Product 421,104,MADURAI,1,104,Tamil Nadu,2016
3221,271,Product 419,233,Bikaner,7,1631,Rajasthan,2016
3222,271,Product 276,84,Bikaner,2,168,Rajasthan,2016
3223,271,Product 224,264,Bikaner,7,1848,Rajasthan,2016
3224,271,Product 471,198,Bikaner,7,1386,Rajasthan,2016
3225,271,Product 184,275,Bikaner,4,1100,Rajasthan,2016
3226,271,Product 41,192,Bikaner,5,960,Rajasthan,2016
3227,271,Product 226,213,Bikaner,10,2130,Rajasthan,2016
3228,271,Product 285,150,Bikaner,8,1200,Rajasthan,2016
3229,271,Product 341,294,Bikaner,10,2940,Rajasthan,2016
3230,272,Product 284,75,Pathankot,8,600,Punjab,2016
3231,272,Product 73,59,Pathankot,4,236,Punjab,2016
3232,272,Product 327,88,Pathankot,9,792,Punjab,2016
3233,272,Product 279,89,Pathankot,7,623,Punjab,2016
3234,272,Product 296,218,Pathankot,1,218,Punjab,2016
3235,272,Product 79,95,Pathankot,6,570,Punjab,2016
3236,272,Product 267,217,Pathankot,3,651,Punjab,2016
3237,272,Product 50,56,Pathankot,3,168,Punjab,2016
3238,272,Product 223,215,Pathankot,3,645,Punjab,2016
3239,272,Product 449,157,Pathankot,10,1570,Punjab,2016
3240,272,Product 370,74,Pathankot,9,666,Punjab,2016
3241,273,Product 353,284,Ludhiana,4,1136,Punjab,2016
3242,273,Product 55,69,Ludhiana,4,276,Punjab,2016
3243,273,Product 2,263,Ludhiana,3,789,Punjab,2016
3244,273,Product 107,114,Ludhiana,7,798,Punjab,2016
3245,273,Product 31,110,Ludhiana,1,110,Punjab,2016
3246,273,Product 417,80,Ludhiana,9,720,Punjab,2016
3247,273,Product 152,297,Ludhiana,8,2376,Punjab,2016
3248,273,Product 164,122,Ludhiana,7,854,Punjab,2016
3249,273,Product 349,67,Ludhiana,6,402,Punjab,2016
3250,273,Product 492,243,Ludhiana,8,1944,Punjab,2016
3251,273,Product 315,263,Ludhiana,10,2630,Punjab,2016
3252,274,Product 438,288,TIRUVANNAMLAI,9,2592,Tamil Nadu,2016
3253,274,Product 291,116,TIRUVANNAMLAI,9,1044,Tamil Nadu,2016
3254,274,Product 206,85,TIRUVANNAMLAI,8,680,Tamil Nadu,2016
3255,274,Product 425,62,TIRUVANNAMLAI,10,620,Tamil Nadu,2016
3256,274,Product 191,244,TIRUVANNAMLAI,2,488,Tamil Nadu,2016
3257,274,Product 269,84,TIRUVANNAMLAI,5,420,Tamil Nadu,2016
3258,274,Product 34,191,TIRUVANNAMLAI,5,955,Tamil Nadu,2016
3259,274,Product 183,212,TIRUVANNAMLAI,2,424,Tamil Nadu,2016
3260,274,Product 485,271,TIRUVANNAMLAI,2,542,Tamil Nadu,2016
3261,275,Product 109,272,Salem,8,2176,Karnataka,2016
3262,275,Product 4,139,Salem,3,417,Karnataka,2016
3263,275,Product 35,50,Salem,6,300,Karnataka,2016
3264,275,Product 268,261,Salem,6,1566,Karnataka,2016
3265,275,Product 68,279,Salem,6,1674,Karnataka,2016
3266,275,Product 62,180,Salem,10,1800,Karnataka,2016
3267,275,Product 331,200,Salem,7,1400,Karnataka,2016
3268,275,Product 466,180,Salem,9,1620,Karnataka,2016
3269,275,Product 3,140,Salem,7,980,Karnataka,2016
3270,275,Product 67,55,Salem,3,165,Karnataka,2016
3271,275,Product 24,84,Salem,5,420,Karnataka,2016
3272,275,Product 334,248,Salem,8,1984,Karnataka,2016
3273,275,Product 498,56,Salem,2,112,Karnataka,2016
3274,275,Product 372,91,Salem,7,637,Karnataka,2016
3275,275,Product 55,69,Salem,4,276,Karnataka,2016
3276,276,Product 211,88,raniganj,1,88,West Bengal,2016
3277,276,Product 110,215,raniganj,6,1290,West Bengal,2016
3278,276,Product 260,190,raniganj,10,1900,West Bengal,2016
3279,276,Product 313,163,raniganj,2,326,West Bengal,2016
3280,276,Product 176,64,raniganj,10,640,West Bengal,2016
3281,276,Product 74,162,raniganj,10,1620,West Bengal,2016
3282,276,Product 337,126,raniganj,9,1134,West Bengal,2016
3283,276,Product 248,283,raniganj,6,1698,West Bengal,2016
3284,276,Product 163,124,raniganj,4,496,West Bengal,2016
3285,276,Product 112,108,raniganj,2,216,West Bengal,2016
3286,276,Product 439,109,raniganj,4,436,West Bengal,2016
3287,276,Product 460,76,raniganj,6,456,West Bengal,2016
3288,276,Product 273,205,raniganj,2,410,West Bengal,2016
3289,277,Product 66,159,valsad,4,636,Gujarat,2016
3290,277,Product 165,228,valsad,5,1140,Gujarat,2016
3291,277,Product 478,249,valsad,2,498,Gujarat,2016
3292,277,Product 132,160,valsad,3,480,Gujarat,2016
3293,277,Product 424,68,valsad,1,68,Gujarat,2016
3294,277,Product 53,214,valsad,7,1498,Gujarat,2016
3295,277,Product 76,190,valsad,4,760,Gujarat,2016
3296,277,Product 245,199,valsad,9,1791,Gujarat,2016
3297,277,Product 316,204,valsad,8,1632,Gujarat,2016
3298,277,Product 470,167,valsad,8,1336,Gujarat,2016
3299,277,Product 422,185,valsad,8,1480,Gujarat,2016
3300,277,Product 410,254,valsad,3,762,Gujarat,2016
3301,277,Product 467,211,valsad,2,422,Gujarat,2016
3302,278,Product 279,89,Udaipur,5,445,Rajasthan,2016
3303,278,Product 171,117,Udaipur,3,351,Rajasthan,2016
3304,278,Product 145,108,Udaipur,1,108,Rajasthan,2016
3305,278,Product 11,94,Udaipur,5,470,Rajasthan,2016
3306,278,Product 363,266,Udaipur,4,1064,Rajasthan,2016
3307,278,Product 408,228,Udaipur,6,1368,Rajasthan,2016
3308,278,Product 346,269,Udaipur,8,2152,Rajasthan,2016
3309,278,Product 458,73,Udaipur,9,657,Rajasthan,2016
3310,278,Product 217,68,Udaipur,4,272,Rajasthan,2016
3311,278,Product 140,204,Udaipur,10,2040,Rajasthan,2016
3312,278,Product 274,74,Udaipur,4,296,Rajasthan,2016
3313,278,Product 400,248,Udaipur,8,1984,Rajasthan,2016
3314,279,Product 174,51,ambala city,4,204,Punjab,2017
3315,279,Product 226,213,ambala city,2,426,Punjab,2017
3316,279,Product 492,243,ambala city,4,972,Punjab,2017
3317,279,Product 150,203,ambala city,3,609,Punjab,2017
3318,279,Product 231,108,ambala city,6,648,Punjab,2017
3319,279,Product 404,242,ambala city,9,2178,Punjab,2017
3320,279,Product 307,202,ambala city,7,1414,Punjab,2017
3321,279,Product 45,119,ambala city,10,1190,Punjab,2017
3322,279,Product 408,228,ambala city,1,228,Punjab,2017
3323,279,Product 406,149,ambala city,3,447,Punjab,2017
3324,279,Product 206,85,ambala city,2,170,Punjab,2017
3325,279,Product 236,65,ambala city,1,65,Punjab,2017
3326,279,Product 143,139,ambala city,1,139,Punjab,2017
3327,280,Product 4,139,ankleshwar,10,1390,Gujarat,2017
3328,280,Product 408,228,ankleshwar,5,1140,Gujarat,2017
3329,280,Product 118,83,ankleshwar,2,166,Gujarat,2017
3330,280,Product 420,131,ankleshwar,10,1310,Gujarat,2017
3331,280,Product 171,117,ankleshwar,4,468,Gujarat,2017
3332,280,Product 173,123,ankleshwar,5,615,Gujarat,2017
3333,280,Product 326,142,ankleshwar,3,426,Gujarat,2017
3334,281,Product 26,199,Bangalore,9,1791,Karnataka,2017
3335,281,Product 27,271,Bangalore,5,1355,Karnataka,2017
3336,281,Product 200,155,Bangalore,3,465,Karnataka,2017
3337,281,Product 4,139,Bangalore,2,278,Karnataka,2017
3338,281,Product 316,204,Bangalore,2,408,Karnataka,2017
3339,281,Product 401,222,Bangalore,5,1110,Karnataka,2017
3340,281,Product 342,132,Bangalore,9,1188,Karnataka,2017
3341,281,Product 21,298,Bangalore,4,1192,Karnataka,2017
3342,281,Product 488,130,Bangalore,9,1170,Karnataka,2017
3343,281,Product 490,224,Bangalore,5,1120,Karnataka,2017
3344,281,Product 318,243,Bangalore,8,1944,Karnataka,2017
3345,281,Product 36,214,Bangalore,4,856,Karnataka,2017
3346,281,Product 478,249,Bangalore,8,1992,Karnataka,2017
3347,282,Product 247,111,BIRBHUM,8,888,West Bengal,2017
3348,282,Product 462,58,BIRBHUM,10,580,West Bengal,2017
3349,282,Product 141,186,BIRBHUM,4,744,West Bengal,2017
3350,282,Product 93,174,BIRBHUM,10,1740,West Bengal,2017
3351,282,Product 490,224,BIRBHUM,9,2016,West Bengal,2017
3352,282,Product 30,204,BIRBHUM,6,1224,West Bengal,2017
3353,282,Product 435,223,BIRBHUM,10,2230,West Bengal,2017
3354,282,Product 176,64,BIRBHUM,4,256,West Bengal,2017
3355,282,Product 376,90,BIRBHUM,1,90,West Bengal,2017
3356,282,Product 195,256,BIRBHUM,6,1536,West Bengal,2017
3357,282,Product 419,233,BIRBHUM,8,1864,West Bengal,2017
3358,282,Product 357,87,BIRBHUM,6,522,West Bengal,2017
3359,282,Product 211,88,BIRBHUM,2,176,West Bengal,2017
3360,282,Product 383,188,BIRBHUM,2,376,West Bengal,2017
3361,282,Product 93,174,BIRBHUM,8,1392,West Bengal,2017
3362,282,Product 113,280,BIRBHUM,9,2520,West Bengal,2017
3363,283,Product 210,206,JALANDHAR,7,1442,Punjab,2017
3364,283,Product 479,68,JALANDHAR,4,272,Punjab,2017
3365,283,Product 140,204,JALANDHAR,2,408,Punjab,2017
3366,283,Product 472,202,JALANDHAR,6,1212,Punjab,2017
3367,283,Product 488,130,JALANDHAR,4,520,Punjab,2017
3368,283,Product 147,243,JALANDHAR,4,972,Punjab,2017
3369,283,Product 85,94,JALANDHAR,8,752,Punjab,2017
3370,283,Product 304,111,JALANDHAR,8,888,Punjab,2017
3371,283,Product 473,236,JALANDHAR,4,944,Punjab,2017
3372,283,Product 300,79,JALANDHAR,3,237,Punjab,2017
3373,283,Product 302,243,JALANDHAR,9,2187,Punjab,2017
3374,283,Product 281,148,JALANDHAR,9,1332,Punjab,2017
3375,283,Product 309,195,JALANDHAR,8,1560,Punjab,2017
3376,283,Product 485,271,JALANDHAR,6,1626,Punjab,2017
3377,283,Product 236,65,JALANDHAR,10,650,Punjab,2017
3378,284,Product 17,185,sangli,8,1480,Maharashtra,2017
3379,284,Product 155,257,sangli,9,2313,Maharashtra,2017
3380,284,Product 373,166,sangli,3,498,Maharashtra,2017
3381,284,Product 472,202,sangli,5,1010,Maharashtra,2017
3382,284,Product 157,244,sangli,6,1464,Maharashtra,2017
3383,284,Product 389,172,sangli,7,1204,Maharashtra,2017
3384,284,Product 373,166,sangli,10,1660,Maharashtra,2017
3385,284,Product 391,234,sangli,4,936,Maharashtra,2017
3386,284,Product 341,294,sangli,4,1176,Maharashtra,2017
3387,284,Product 358,63,sangli,6,378,Maharashtra,2017
3388,285,Product 78,154,ANGAMALY,7,1078,Kerela,2017
3389,285,Product 80,245,ANGAMALY,8,1960,Kerela,2017
3390,285,Product 213,71,ANGAMALY,6,426,Kerela,2017
3391,285,Product 415,293,ANGAMALY,10,2930,Kerela,2017
3392,285,Product 190,128,ANGAMALY,7,896,Kerela,2017
3393,285,Product 163,124,ANGAMALY,8,992,Kerela,2017
3394,285,Product 385,184,ANGAMALY,8,1472,Kerela,2017
3395,285,Product 236,65,ANGAMALY,5,325,Kerela,2017
3396,285,Product 37,82,ANGAMALY,8,656,Kerela,2017
3397,286,Product 447,89,Bhilwara,4,356,Rajasthan,2017
3398,286,Product 260,190,Bhilwara,8,1520,Rajasthan,2017
3399,286,Product 317,178,Bhilwara,3,534,Rajasthan,2017
3400,286,Product 334,248,Bhilwara,9,2232,Rajasthan,2017
3401,286,Product 4,139,Bhilwara,4,556,Rajasthan,2017
3402,286,Product 279,89,Bhilwara,5,445,Rajasthan,2017
3403,286,Product 173,123,Bhilwara,10,1230,Rajasthan,2017
3404,286,Product 457,181,Bhilwara,5,905,Rajasthan,2017
3405,287,Product 253,98,kolhspur,2,196,Maharashtra,2017
3406,287,Product 81,234,kolhspur,9,2106,Maharashtra,2017
3407,287,Product 373,166,kolhspur,10,1660,Maharashtra,2017
3408,287,Product 142,195,kolhspur,1,195,Maharashtra,2017
3409,287,Product 159,204,kolhspur,4,816,Maharashtra,2017
3410,287,Product 147,243,kolhspur,5,1215,Maharashtra,2017
3411,287,Product 29,185,kolhspur,4,740,Maharashtra,2017
3412,287,Product 384,154,kolhspur,9,1386,Maharashtra,2017
3413,287,Product 235,299,kolhspur,3,897,Maharashtra,2017
3414,287,Product 82,185,kolhspur,2,370,Maharashtra,2017
3415,287,Product 1,199,kolhspur,8,1592,Maharashtra,2017
3416,287,Product 331,200,kolhspur,10,2000,Maharashtra,2017
3417,287,Product 192,161,kolhspur,5,805,Maharashtra,2017
3418,287,Product 455,200,kolhspur,7,1400,Maharashtra,2017
3419,287,Product 36,214,kolhspur,3,642,Maharashtra,2017
3420,287,Product 397,255,kolhspur,10,2550,Maharashtra,2017
3421,288,Product 354,82,Mancherial,2,164,Andhra Pradesh,2017
3422,288,Product 303,220,Mancherial,8,1760,Andhra Pradesh,2017
3423,288,Product 107,114,Mancherial,7,798,Andhra Pradesh,2017
3424,288,Product 219,203,Mancherial,10,2030,Andhra Pradesh,2017
3425,288,Product 270,162,Mancherial,5,810,Andhra Pradesh,2017
3426,288,Product 134,95,Mancherial,2,190,Andhra Pradesh,2017
3427,288,Product 310,195,Mancherial,2,390,Andhra Pradesh,2017
3428,288,Product 188,262,Mancherial,2,524,Andhra Pradesh,2017
3429,288,Product 498,56,Mancherial,6,336,Andhra Pradesh,2017
3430,288,Product 131,85,Mancherial,7,595,Andhra Pradesh,2017
3431,288,Product 378,98,Mancherial,1,98,Andhra Pradesh,2017
3432,288,Product 27,271,Mancherial,6,1626,Andhra Pradesh,2017
3433,288,Product 414,130,Mancherial,2,260,Andhra Pradesh,2017
3434,288,Product 161,132,Mancherial,6,792,Andhra Pradesh,2017
3435,288,Product 259,144,Mancherial,2,288,Andhra Pradesh,2017
3436,288,Product 86,274,Mancherial,10,2740,Andhra Pradesh,2017
3437,289,Product 399,103,samalkha,7,721,Haryana,2017
3438,289,Product 240,69,samalkha,6,414,Haryana,2017
3439,289,Product 474,123,samalkha,1,123,Haryana,2017
3440,289,Product 58,142,samalkha,6,852,Haryana,2017
3441,289,Product 487,64,samalkha,6,384,Haryana,2017
3442,289,Product 151,280,samalkha,7,1960,Haryana,2017
3443,289,Product 156,287,samalkha,10,2870,Haryana,2017
3444,289,Product 248,283,samalkha,9,2547,Haryana,2017
3445,290,Product 33,90,Rasipuram,8,720,Tamil Nadu,2017
3446,290,Product 228,140,Rasipuram,6,840,Tamil Nadu,2017
3447,290,Product 149,174,Rasipuram,4,696,Tamil Nadu,2017
3448,290,Product 499,78,Rasipuram,4,312,Tamil Nadu,2017
3449,290,Product 14,256,Rasipuram,7,1792,Tamil Nadu,2017
3450,290,Product 40,62,Rasipuram,8,496,Tamil Nadu,2017
3451,290,Product 423,199,Rasipuram,1,199,Tamil Nadu,2017
3452,290,Product 114,214,Rasipuram,6,1284,Tamil Nadu,2017
3453,290,Product 96,296,Rasipuram,9,2664,Tamil Nadu,2017
3454,290,Product 51,136,Rasipuram,5,680,Tamil Nadu,2017
3455,290,Product 479,68,Rasipuram,9,612,Tamil Nadu,2017
3456,290,Product 249,135,Rasipuram,4,540,Tamil Nadu,2017
3457,291,Product 215,150,MANDVI,9,1350,Gujarat,2017
3458,291,Product 12,68,MANDVI,8,544,Gujarat,2017
3459,291,Product 303,220,MANDVI,3,660,Gujarat,2017
3460,291,Product 367,103,MANDVI,8,824,Gujarat,2017
3461,291,Product 72,219,MANDVI,7,1533,Gujarat,2017
3462,291,Product 44,153,MANDVI,2,306,Gujarat,2017
3463,291,Product 341,294,MANDVI,6,1764,Gujarat,2017
3464,291,Product 42,83,MANDVI,7,581,Gujarat,2017
3465,291,Product 325,61,MANDVI,2,122,Gujarat,2017
3466,291,Product 188,262,MANDVI,4,1048,Gujarat,2017
3467,291,Product 390,207,MANDVI,4,828,Gujarat,2017
3468,291,Product 419,233,MANDVI,5,1165,Gujarat,2017
3469,291,Product 481,140,MANDVI,9,1260,Gujarat,2017
3470,291,Product 256,260,MANDVI,4,1040,Gujarat,2017
3471,291,Product 295,155,MANDVI,3,465,Gujarat,2017
3472,291,Product 355,80,MANDVI,10,800,Gujarat,2017
3473,291,Product 181,180,MANDVI,1,180,Gujarat,2017
3474,292,Product 92,265,MANDVI,4,1060,Gujarat,2017
3475,292,Product 365,289,baroda,5,1445,Gujarat,2017
3476,292,Product 419,233,baroda,10,2330,Gujarat,2017
3477,292,Product 35,50,baroda,8,400,Gujarat,2017
3478,292,Product 317,178,baroda,10,1780,Gujarat,2017
3479,292,Product 115,280,baroda,4,1120,Gujarat,2017
3480,292,Product 280,73,baroda,6,438,Gujarat,2017
3481,292,Product 85,94,baroda,4,376,Gujarat,2017
3482,292,Product 120,171,baroda,2,342,Gujarat,2017
3483,292,Product 484,50,baroda,8,400,Gujarat,2017
3484,293,Product 122,176,AMRITSAR,6,1056,Punjab,2017
3485,293,Product 52,295,AMRITSAR,1,295,Punjab,2017
3486,293,Product 224,264,AMRITSAR,6,1584,Punjab,2017
3487,293,Product 253,98,AMRITSAR,2,196,Punjab,2017
3488,293,Product 146,71,AMRITSAR,8,568,Punjab,2017
3489,293,Product 53,214,AMRITSAR,4,856,Punjab,2017
3490,293,Product 318,243,AMRITSAR,1,243,Punjab,2017
3491,293,Product 390,207,AMRITSAR,9,1863,Punjab,2017
3492,293,Product 224,264,AMRITSAR,7,1848,Punjab,2017
3493,293,Product 151,280,AMRITSAR,9,2520,Punjab,2017
3494,293,Product 162,266,AMRITSAR,3,798,Punjab,2017
3495,293,Product 81,234,AMRITSAR,2,468,Punjab,2017
3496,293,Product 236,65,AMRITSAR,3,195,Punjab,2017
3497,294,Product 487,64,ALAPPUZHA,2,128,Kerela,2017
3498,294,Product 91,57,ALAPPUZHA,9,513,Kerela,2017
3499,294,Product 66,159,ALAPPUZHA,10,1590,Kerela,2017
3500,294,Product 97,94,ALAPPUZHA,4,376,Kerela,2017
3501,294,Product 352,228,ALAPPUZHA,2,456,Kerela,2017
3502,294,Product 109,272,ALAPPUZHA,1,272,Kerela,2017
3503,294,Product 172,289,ALAPPUZHA,8,2312,Kerela,2017
3504,294,Product 7,147,ALAPPUZHA,8,1176,Kerela,2017
3505,294,Product 460,76,ALAPPUZHA,7,532,Kerela,2017
3506,294,Product 52,295,ALAPPUZHA,9,2655,Kerela,2017
3507,294,Product 238,153,ALAPPUZHA,9,1377,Kerela,2017
3508,294,Product 494,50,ALAPPUZHA,1,50,Kerela,2017
3509,294,Product 256,260,ALAPPUZHA,4,1040,Kerela,2017
3510,295,Product 338,138,Mandya,8,1104,Karnataka,2017
3511,295,Product 148,260,Mandya,5,1300,Karnataka,2017
3512,295,Product 44,153,Mandya,5,765,Karnataka,2017
3513,295,Product 396,142,Mandya,10,1420,Karnataka,2017
3514,295,Product 399,103,Mandya,4,412,Karnataka,2017
3515,295,Product 183,212,Mandya,5,1060,Karnataka,2017
3516,295,Product 290,73,Mandya,2,146,Karnataka,2017
3517,295,Product 86,274,Mandya,4,1096,Karnataka,2017
3518,295,Product 239,170,Mandya,3,510,Karnataka,2017
3519,295,Product 354,82,Mandya,10,820,Karnataka,2017
3520,295,Product 373,166,Mandya,6,996,Karnataka,2017
3521,295,Product 11,94,Mandya,5,470,Karnataka,2017
3522,295,Product 393,206,Mandya,6,1236,Karnataka,2017
3523,295,Product 352,228,Mandya,10,2280,Karnataka,2017
3524,296,Product 209,258,Gandhinagar,6,1548,Gujarat,2017
3525,296,Product 310,195,Gandhinagar,9,1755,Gujarat,2017
3526,296,Product 131,85,Gandhinagar,10,850,Gujarat,2017
3527,296,Product 374,274,Gandhinagar,2,548,Gujarat,2017
3528,296,Product 309,195,Gandhinagar,1,195,Gujarat,2017
3529,296,Product 483,270,Gandhinagar,1,270,Gujarat,2017
3530,296,Product 383,188,Gandhinagar,4,752,Gujarat,2017
3531,296,Product 393,206,Gandhinagar,9,1854,Gujarat,2017
3532,296,Product 99,125,Gandhinagar,9,1125,Gujarat,2017
3533,296,Product 226,213,Gandhinagar,8,1704,Gujarat,2017
3534,296,Product 420,131,Gandhinagar,4,524,Gujarat,2017
3535,296,Product 159,204,Gandhinagar,4,816,Gujarat,2017
3536,296,Product 495,63,Gandhinagar,4,252,Gujarat,2017
3537,296,Product 484,50,Gandhinagar,9,450,Gujarat,2017
3538,296,Product 151,280,Gandhinagar,8,2240,Gujarat,2017
3539,296,Product 70,90,Gandhinagar,7,630,Gujarat,2017
3540,297,Product 369,218,Rewari,10,2180,Haryana,2017
3541,297,Product 109,272,Rewari,4,1088,Haryana,2017
3542,297,Product 152,297,Rewari,6,1782,Haryana,2017
3543,297,Product 148,260,Rewari,6,1560,Haryana,2017
3544,297,Product 75,259,Rewari,4,1036,Haryana,2017
3545,297,Product 316,204,Rewari,1,204,Haryana,2017
3546,297,Product 261,121,Rewari,8,968,Haryana,2017
3547,297,Product 173,123,Rewari,4,492,Haryana,2017
3548,298,Product 449,157,AMRELI,3,471,Gujarat,2017
3549,298,Product 113,280,AMRELI,1,280,Gujarat,2017
3550,298,Product 213,71,AMRELI,9,639,Gujarat,2017
3551,298,Product 73,59,AMRELI,8,472,Gujarat,2017
3552,298,Product 224,264,AMRELI,6,1584,Gujarat,2017
3553,298,Product 205,149,AMRELI,2,298,Gujarat,2017
3554,298,Product 8,88,AMRELI,6,528,Gujarat,2017
3555,298,Product 444,185,AMRELI,7,1295,Gujarat,2017
3556,298,Product 107,114,AMRELI,6,684,Gujarat,2017
3557,298,Product 301,195,AMRELI,10,1950,Gujarat,2017
3558,298,Product 458,73,AMRELI,7,511,Gujarat,2017
3559,298,Product 365,289,AMRELI,8,2312,Gujarat,2017
3560,299,Product 144,99,bhuj,8,792,Gujarat,2017
3561,299,Product 46,136,bhuj,3,408,Gujarat,2017
3562,299,Product 327,88,bhuj,9,792,Gujarat,2017
3563,299,Product 147,243,bhuj,6,1458,Gujarat,2017
3564,299,Product 129,65,bhuj,2,130,Gujarat,2017
3565,299,Product 138,258,bhuj,6,1548,Gujarat,2017
3566,299,Product 58,142,bhuj,4,568,Gujarat,2017
3567,299,Product 483,270,bhuj,7,1890,Gujarat,2017
3568,299,Product 329,219,bhuj,10,2190,Gujarat,2017
3569,299,Product 4,139,bhuj,5,695,Gujarat,2017
3570,299,Product 285,150,bhuj,2,300,Gujarat,2017
3571,299,Product 279,89,bhuj,2,178,Gujarat,2017
3572,300,Product 198,214,Mavelikara,2,428,Kerela,2017
3573,300,Product 496,194,Mavelikara,4,776,Kerela,2017
3574,300,Product 41,192,Mavelikara,7,1344,Kerela,2017
3575,300,Product 144,99,Mavelikara,7,693,Kerela,2017
3576,300,Product 50,56,Mavelikara,7,392,Kerela,2017
3577,300,Product 423,199,Mavelikara,7,1393,Kerela,2017
3578,300,Product 150,203,Mavelikara,8,1624,Kerela,2017
3579,300,Product 449,157,Mavelikara,10,1570,Kerela,2017
3580,300,Product 153,183,Mavelikara,1,183,Kerela,2017
3581,301,Product 280,73,visakhapatnam,1,73,Andhra Pradesh,2017
3582,301,Product 71,181,visakhapatnam,9,1629,Andhra Pradesh,2017
3583,301,Product 224,264,visakhapatnam,6,1584,Andhra Pradesh,2017
3584,301,Product 233,94,visakhapatnam,9,846,Andhra Pradesh,2017
3585,301,Product 312,145,visakhapatnam,5,725,Andhra Pradesh,2017
3586,301,Product 322,123,visakhapatnam,2,246,Andhra Pradesh,2017
3587,301,Product 492,243,visakhapatnam,6,1458,Andhra Pradesh,2017
3588,301,Product 406,149,visakhapatnam,3,447,Andhra Pradesh,2017
3589,302,Product 309,195,Bhatkal,8,1560,Karnataka,2017
3590,302,Product 239,170,Bhatkal,3,510,Karnataka,2017
3591,302,Product 15,137,Bhatkal,8,1096,Karnataka,2017
